Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
934,Momentum at South Bay for Rehabilitation and Nursing,NH,Residential Health Care Facility - SNF,01/01/1901,340 East Montauk Highway,,East Islip,New York,11730,6315816400,6315816018,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154324N,"Suffolk Restorative Therapy and Nursing, LLC",340 East Montauk Highway,,East Islip,New York,11730,,,,,New York,,LLC,40.734638,-73.174622,"(40.734638, -73.174622)"
1697,"New Glen Oaks Nursing Home, Inc",NH,Residential Health Care Facility - SNF,02/01/1980,260-01 79th Avenue,,Glen Oaks,New York,11004,7183430770,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003391N,"New Glen Oaks Nursing Home, Inc",260-01 79th Avenue,,Glen Oaks,New York,11004,,,,,New York,,Business Corporation,40.746719,-73.7117,"(40.746719, -73.7117)"
9341,Montefiore Medical Center Henry and Lucy Moses Division Mobile Dental Van #2,,Mobile Hospital Extension Clinic,05/01/2012,111 East 210 Street,,Bronx,New York,10467,7189206035,7182316314,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Montefiore Medical Center - Henry & Lucy Moses Div,1169,7000006H,Montefiore Medical Center,111 East 210th Street,,Bronx,New York,10467,"Montefiore Health System, Inc",111 East 210th Street,,Bronx,New York,10467,Not for Profit Corporation,40.879951,-73.880562,"(40.879951, -73.880562)"
3975,New York-Presbyterian Hospital - Allen Hospital,HOSP,Hospital,07/18/1988,5141 Broadway,,New York,New York,10034,2123053710,,,7093,New York,5,Metropolitan Area Regional Office - New York City,New York-Presbyterian Hospital - New York Weill Cornell Center,1458,7002054H,The New York and Presbyterian Hospital,622 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,40.872475,-73.912773,"(40.872475, -73.912773)"
863,"Seneca Nursing & Rehabilitation Center, LLC",NH,Residential Health Care Facility - SNF,02/01/1989,200 Douglas Drive,,Waterloo,New York,13165,3155399202,,,49,Seneca,2,Western Regional Office - Rochester,,,4921303N,"Seneca Nursing and Rehabilitation Center, LLC",740 Main Street,,Rochester,New York,14607,,,,,New York,,LLC,42.906406,-76.846695,"(42.906406, -76.846695)"
227,Jesse E Nash Health Center,DTC,Diagnostic and Treatment Center,12/31/1995,608 William Street,,Buffalo,New York,14206,7188586256,,,14,Erie,1,Western Regional Office - Buffalo,,,1401202R,Erie County Department of Health,Unknown,,Alden,New York,14004,,,,,New York,,Public Benefit Corporation,42.885166,-78.84874,"(42.885166, -78.84874)"
10250,OrthoNY Surgical Suites,DTC,Diagnostic and Treatment Center,02/01/2019,16 Maxwell Drive,,Clifton Park,New York,12065,5184539088,,,45,Saratoga,4,Capital District Regional Office,,,4552202R,"Clifton Park ASC, LLC",5 Care Lane,,Saratoga Springs,New York,12866,,,,,New York,,LLC,42.862658,-73.785164,"(42.862658, -73.785164)"
4291,Rochester Surgery Center,DTC,Diagnostic and Treatment Center,06/25/1990,360 Linden Oaks Drive,,Rochester,New York,14625,5859226200,5859226260,,27,Monroe,2,Western Regional Office - Rochester,,,2701241R,"GRHS, LLC",125 Lattimore Road,,Rochester,New York,14620,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,LLC,43.120018,-77.509216,"(43.120018, -77.509216)"
630,St. Joseph's Hospital Health Center,HOSP,Hospital,01/01/1901,301 Prospect Avenue,,Syracuse,New York,13203,3154485111,,,33,Onondaga,3,Central New York Regional Office,,,3301003H,St Joseph's Hospital Health Center,301 Prospect Avenue,,Syracuse,New York,13203,Trinity Health Corporation,20555 Victor Parkway,,Livonia,New York,48152,Not for Profit Corporation,43.055744,-76.149384,"(43.055744, -76.149384)"
6284,U.S. Renal Care Pelham Parkway Dialysis,DTC,Diagnostic and Treatment Center,07/30/2001,1225A Morris Park Ave.,,Bronx,New York,10461,7184091909,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000288R,"USRC Pelham, LLC",1400 Pelham Parkway South,,Bronx,New York,10461,,,,,New York,,LLC,40.852742,-73.846402,"(40.852742, -73.846402)"
10223,Calvary Hospital,HOSP,Hospital,10/16/2001,150 55th Street,,Brooklyn,New York,11220,,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,Calvary Hospital Inc,1175,7000011H,Calvary Hospital Inc.,1740-70 Eastchester Road,,Bronx,New York,10461,,,,,New York,,Not for Profit Corporation,40.646444,-74.021033,"(40.646444, -74.021033)"
3374,Jewish Home of Rochester,NH,Residential Health Care Facility - SNF,06/09/1985,2021 South Winton Road,,Rochester,New York,14618,5854277760,,,27,Monroe,2,Western Regional Office - Rochester,,,2750304N,Jewish Home of Rochester,2021 Winton Road S,,Brighton,New York,14618,Jewish Senior Life,2021 Winton Road South,,Rochester,New York,14618,Not for Profit Corporation,43.104618,-77.577599,"(43.104618, -77.577599)"
875,Steuben Center for Rehabilitation and Healthcare,NH,Residential Health Care Facility - SNF,01/01/1901,7009 Rumsey Street Extension,,Bath,New York,14810,6077767651,6076641020,,50,Steuben,2,Western Regional Office - Rochester,,,5022302N,Steuben Operations Associates LLC,4770 White Plains Road,,Bronx,New York,10470,,,,,New York,,LLC,42.349094,-77.29557,"(42.349094, -77.29557)"
1078,Glen Island Center for Nursing and Rehabilitation,NH,Residential Health Care Facility - SNF,02/01/1989,490 Pelham Road,,New Rochelle,New York,10805,9146362800,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5904318N,"Ralex Services, Inc",490 Pelham Road,,New Rochelle,New York,10805,,,,,New York,,Business Corporation,40.895214,-73.781548,"(40.895214, -73.781548)"
8587,"Inwood Diagnostic and Treatment Center, Inc.",DTC,Diagnostic and Treatment Center,05/23/2008,"47 Sickles Street, 1a",,New York,New York,10040,2125676200,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001290R,"Inwood Diagnostic and Treatment Center, Inc.",47 Sickles Street,,New York,New York,10040,,,,,New York,,Business Corporation,40.862072,-73.928177,"(40.862072, -73.928177)"
1638,Long Island Jewish Forest Hills,HOSP,Hospital,01/01/1901,102-01 66th Road,,Forest Hills,New York,11375,5165624060,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,Long Island Jewish Medical Center,1630,7003004H,Long Island Jewish Medical Center,270-05 76 Avenue,,New Hyde Park,New York,11040,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,40.728745,-73.851036,"(40.728745, -73.851036)"
5781,Buffalo Hearing and Speech Center Inc,DTC,Diagnostic and Treatment Center,06/19/1995,50 E North Street,,Buffalo,New York,14203,7168858318,,,14,Erie,1,Western Regional Office - Buffalo,,,1401201R,Buffalo Hearing and Speech Center Inc,50 E North Street,,Buffalo,New York,14203,,,,,New York,,Not for Profit Corporation,42.902245,-78.866837,"(42.902245, -78.866837)"
676,Clifton Springs Hospital and Clinic,HOSP,Hospital,01/01/1901,2 Coulter Road,,Clifton Springs,New York,14432,3154621311,,,34,Ontario,2,Western Regional Office - Rochester,,,3421000H,Clifton Springs Sanitarium Co,2 Coulter Road,,Clifton Springs,New York,14432,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Not for Profit Corporation,42.960537,-77.138863,"(42.960537, -77.138863)"
5538,The Highlands at Brighton,NH,Residential Health Care Facility - SNF,12/26/1994,5901 Lac De Ville Blvd,,Rochester,New York,14618,5854427960,,,27,Monroe,2,Western Regional Office - Rochester,,,2750306N,"The Meadows at Westfall, Inc","601 Elmwood Ave, Box 612",,Rochester,New York,14642,,,,,New York,,Not for Profit Corporation,43.112316,-77.593231,"(43.112316, -77.593231)"
6009,"Meadowbrook Care Center, Inc",NH,Residential Health Care Facility - SNF,06/21/1996,320 West Merrick Road,,Freeport,New York,11520,5163778200,5163778209,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2904301N,"Meadowbrook Care Center, Inc",320 West Merrick Road,,Freeport,New York,11520,,,,,New York,,Business Corporation,40.651974,-73.594452,"(40.651974, -73.594452)"
9358,University Gastroenterology at the Philip G. Holtzapple Endoscopy Center,DTC,Diagnostic and Treatment Center,08/09/2012,1000 East Genesee Street,,Syracuse,New York,13210,3154641616,3154641617,,33,Onondaga,3,Central New York Regional Office,,,3301224R,"Upstate Gastroenterology, LLC",1000 East Genesee Street,,Syracuse,New York,13210,,,,,New York,,LLC,43.046757,-76.136467,"(43.046757, -76.136467)"
4408,Renaissance Health Care Network,DTC,Diagnostic and Treatment Center,10/04/1990,264 West 118th Street,,New York,New York,10026,2129326522,2133161479,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002136R,New York City Health and Hospital Corporation,125 Worth Street,,New York,New York,10013,"Gotham Health FQHC, Inc.",Care of NYC Health and Hospital Corp.,125 Worth Street,New York,New York,10013,Municipality,40.805305,-73.953568,"(40.805305, -73.953568)"
1008,Warren Center for Rehabilitation and Nursing,NH,Residential Health Care Facility - SNF,01/01/1901,42 Gurney Lane,,Queensbury,New York,12804,5187616540,5187616590,,56,Warren,4,Capital District Regional Office,,,5657300N,Warren Operations Associates LLC,42 Gurney Lane,,Queensbury,New York,12804,,,,,New York,,LLC,43.359421,-73.706009,"(43.359421, -73.706009)"
48,Elizabeth Church Manor Nursing Home,NH,Residential Health Care Facility - SNF,02/01/1989,863 Front Street,,Binghamton,New York,13905,6077223463,,,3,Broome,3,Central New York Regional Office,,,0301307N,UMH ECM Corp.,863 Front Street,,Binghamton,New York,13905,,,,,New York,,Not for Profit Corporation,42.118538,-75.90686,"(42.118538, -75.90686)"
10088,"Greenwich Village Ambulatory Surgery Center, LLC",DTC,Diagnostic and Treatment Center,10/13/2017,200 West 13th Street,,New York,New York,10011,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002811R,"Greenwich Village Ambulatory Surgery Center, LLC",200 West 13th Street,,New York,New York,10011,,,,,New York,,LLC,40.737834,-74.000312,"(40.737834, -74.000312)"
7643,"Lutheran Center at Poughkeepsie, Inc",NH,Residential Health Care Facility - SNF,08/24/1998,965 Duthcess Turnpike,,Poughkeepsie,New York,12603,8454869494,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1302306N,"Lutheran Center at Poughkeepsie, Inc",965 Dutchess Turnpike,,Poughkeepsie,New York,12603,,,,,New York,,Not for Profit Corporation,41.711266,-73.864227,"(41.711266, -73.864227)"
1439,Mount Sinai Beth Israel,HOSP,Hospital,01/01/1901,First Ave at 16th Street,,New York,New York,10003,2124202873,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002002H,Beth Israel Medical Center Inc,10 Nathan Perlman Place,,New York,New York,10003,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.732666,-73.981598,"(40.732666, -73.981598)"
4898,Father Baker Manor,NH,Residential Health Care Facility - SNF,05/31/1994,6400 Powers Road,,Orchard Park,New York,14127,7166670001,,,14,Erie,1,Western Regional Office - Buffalo,,,1435302N,"WNY Catholic Long Term Care, Inc",6400 Powers Road,,Orchard Park,New York,14127,"Catholic Health System, Inc.",144 Genesee Street,,Buffalo,New York,14203,Not for Profit Corporation,42.732235,-78.752365,"(42.732235, -78.752365)"
628,UPSTATE University Hospital at Community General,HOSP,Hospital,01/01/1901,4900 Broad Road,,Syracuse,New York,13215,3154925953,3154915414,,33,Onondaga,3,Central New York Regional Office,University Hospital SUNY Health Science Center,635,3301007H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,43.007816,-76.17025,"(43.007816, -76.17025)"
6184,"Suffolk Surgery Center, LLC",DTC,Diagnostic and Treatment Center,12/03/2003,1500 William Floyd Parkway,,Shirley,New York,11967,6312059090,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151207R,"Suffolk Surgery Center, LLC",1500 William Floyd Parkway,,Shirley,New York,11967,,,,,New York,,LLC,40.841022,-72.888176,"(40.841022, -72.888176)"
6674,"Southern Tier Community Health Center Network, Inc.",DTC,Diagnostic and Treatment Center,08/30/2004,135 North Union Street,,Olean,New York,14760,7167016831,,,4,Cattaraugus,1,Western Regional Office - Buffalo,,,0401201R,"Southern Tier Community Health Center Network, Inc.",500 Main Street,,Olean,New York,14760,,,,,New York,,Not for Profit Corporation,42.078884,-78.429955,"(42.078884, -78.429955)"
1339,New York City Department of Health and Mental Hygiene,DTC,Diagnostic and Treatment Center,09/27/1979,295 Flatbush Ave Ext,,Brooklyn,New York,11201,7186433768,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7002112R,City of New York,250 Church Street,,New York,New York,10013,,,,,New York,,Municipality,40.691814,-73.982254,"(40.691814, -73.982254)"
7520,Housing Works East New York,DTC,Diagnostic and Treatment Center,03/16/1998,2640 Pitkin Avenue,,Brooklyn,New York,11208,3474737475,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001281R,"Housing Works Health Services III, Inc.",2640 Pitkin Avenue,,Brooklyn,New York,11208,,,,,New York,,Not for Profit Corporation,40.674953,-73.874649,"(40.674953, -73.874649)"
4880,Elmwood Health Center,DTC,Diagnostic and Treatment Center,12/31/1997,2128 Elmwood Avenue,,Buffalo,New York,14207,7168744500,,,14,Erie,1,Western Regional Office - Buffalo,,,1401228R,"Elmwood Health Center, Inc",2128 Elmwood Avenue,,Buffalo,New York,14207,,,,,New York,,Not for Profit Corporation,42.955166,-78.878448,"(42.955166, -78.878448)"
1227,Bainbridge Nursing & Rehabilitation Center,NH,Residential Health Care Facility - SNF,01/01/1901,3518 Bainbridge Avenue,,Bronx,New York,10467,7186551991,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000319N,Bainbridge Nursing & Rehabilitation Ctr LLC,1639 52nd Street,,Brooklyn,New York,11204,,,,,New York,,LLC,40.881596,-73.878242,"(40.881596, -73.878242)"
6105,Allhealth D&T Center-Brooklyn2,DTC,Diagnostic and Treatment Center,02/17/2000,1655 East 13th St,,Brooklyn,New York,11229,7183393100,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7003245R,B & L Health Inc,200 West 58th Street,,New York,New York,10019,,,,,New York,,Business Corporation,40.608746,-73.960091,"(40.608746, -73.960091)"
1153,Wyoming County Community Hospital,HOSP,Hospital,01/01/1901,400 North Main Street,,Warsaw,New York,14569,5857868940,,,60,Wyoming,1,Western Regional Office - Buffalo,,,6027000H,County of Wyoming,Wyoming County Courthouse,,Warsaw,New York,14569,,,,,New York,,County,42.753513,-78.132454,"(42.753513, -78.132454)"
3928,"Brookhaven Health Care Facility, LLC",NH,Residential Health Care Facility - SNF,02/01/1989,801 Gazzola Blvd,,Patchogue,New York,11772,6314478800,6314478830,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5123304N,Brookhaven Health Care Facility LLC,"560 Delaware Avenue, Suite 400",,Buffalo,New York,14202,,,,,New York,,LLC,40.781944,-72.972282,"(40.781944, -72.972282)"
309,The University of Vermont Health Network-Elizabethtown Community Hospital Moses Ludington,,Primary Care Hospital - Critical Access Hospital,06/28/2000,1019 Wicker Street,,Ticonderoga,New York,12883,5185852831,,,15,Essex,4,Capital District Regional Office,The University of Vermont Health Network - Elizabethtown Community Hospital,303,1552701C,Elizabethtown Community Hospital,Park Street,,Elizabeth,New York,12932,"The University of Vermont Health Network, Inc.",111 Colchester Avenue,,Burlington,New York,5401,Not for Profit Corporation,43.849476,-73.435593,"(43.849476, -73.435593)"
4132,Just Kids Diagnostic and Treatment Center Inc,DTC,Diagnostic and Treatment Center,06/08/1989,Longwood Road,,Middle Island,New York,11953,6319240008,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151203R,Just Kids Diagnostic and Treatment Center Inc,Longwood Road,,Middle Island,New York,11953,,,,,New York,,Business Corporation,40.865116,-72.934898,"(40.865116, -72.934898)"
1126,Andrus On Hudson,NH,Residential Health Care Facility - SNF,01/01/1901,185 Old Broadway,,Hastings-On-Hudson,New York,10706,9144783700,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5926300N,John E Andrus Memorial Inc,185 Old Broadway,,Hastings-On-Hudson,New York,10706,,,,,New York,,Not for Profit Corporation,40.984222,-73.879555,"(40.984222, -73.879555)"
9134,Adirondack Medical Center - Mobile Dental Van,,Mobile Hospital Extension Clinic,02/04/2010,29 Church Street,,Lake Placid,New York,12946,,,,15,Essex,4,Capital District Regional Office,Adirondack Medical Center-Saranac Lake Site,324,1623001H,Adirondack Medical Center,Lake Colby Drive,,Saranac Lake,New York,12983,,,,,New York,,Not for Profit Corporation,44.267208,-73.980583,"(44.267208, -73.980583)"
4808,Edna Tina Wilson Living Center,NH,Residential Health Care Facility - SNF,12/07/1993,700 Island Cottage Road,,Rochester,New York,14612,5853686100,,,27,Monroe,2,Western Regional Office - Rochester,,,2754304N,North Park Nursing Home,700 Island Cottage Road,,Rochester,New York,14612,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Not for Profit Corporation,43.266117,-77.663773,"(43.266117, -77.663773)"
7791,Upper East Side Dialysis Center,DTC,Diagnostic and Treatment Center,07/01/2005,210 East 86th Street,,New York,New York,10028,2127942580,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002180R,"Replacement Associates, LLC",210 East 86th Street,,New York,New York,10028,,,,,New York,,LLC,40.778599,-73.95359,"(40.778599, -73.95359)"
1737,Staten Island University Hosp-South,HOSP,Hospital,08/01/1979,375 Seguine Avenue,,Staten Island,New York,10309,7182269515,,,7097,Richmond,5,Metropolitan Area Regional Office - New York City,Staten Island University Hosp-North,1740,7004003H,Staten Island University Hospital,256 Mason Avenue,,Staten Island,New York,10305,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,40.516773,-74.196808,"(40.516773, -74.196808)"
1398,Sheepshead Nursing & Rehabilitation Center,NH,Residential Health Care Facility - SNF,08/01/1979,2840 Knapp St,,Brooklyn,New York,11235,7186465700,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001362N,"Sheepshead Nursing & Rehabilitation Center, LLC",2840 Knapp Street,,Brooklyn,New York,11235,,,,,New York,,LLC,40.585377,-73.931381,"(40.585377, -73.931381)"
129,Chenango Memorial Hospital Inc SNF,NH,Residential Health Care Facility - SNF,01/01/1901,179 North Broad Street,,Norwich,New York,13815,6073374111,,,8,Chenango,3,Central New York Regional Office,,,0824000N,Chenango Memorial Hospital Inc,179 North Broad Street,,Norwich,New York,13815,,,,,New York,,Not for Profit Corporation,42.541813,-75.524773,"(42.541813, -75.524773)"
349,The Pines at Catskill Center for Nursing & Rehabilitation,NH,Residential Health Care Facility - SNF,02/01/1989,154 Jefferson Heights,,Catskill,New York,12414,5189435151,,,19,Greene,4,Capital District Regional Office,,,1921303N,"Catskill Crossings, LLC",154 Jefferson Heights,,Catskill,New York,12414,,,,,New York,,LLC,42.231598,-73.877724,"(42.231598, -73.877724)"
2872,Public Health Solutions Fort Greene Center,DTC,Diagnostic and Treatment Center,09/27/1979,295 Flatbush Avenue Extension,,Brooklyn,New York,11201,2122850220,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7002296R,Public Health Solutions,22 Church Street,,New York,New York,10013,,,,,New York,,Not for Profit Corporation,40.691814,-73.982254,"(40.691814, -73.982254)"
731,Morningstar Residential Care Center,NH,Residential Health Care Facility - SNF,02/01/1989,17 Sunrise Drive,,Oswego,New York,13126,3153424790,3153425365,,37,Oswego,3,Central New York Regional Office,,,3702315N,"Morningstar Care Center, Inc.",17 Sunrise Drive,,Oswego,New York,13126,,,,,New York,,Business Corporation,43.445717,-76.528511,"(43.445717, -76.528511)"
7665,Linden Center for Nursing and Rehabilitation,NH,Residential Health Care Facility - SNF,11/11/1998,2237 Linden Boulevard,,Brooklyn,New York,11207,7186497000,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001397N,"Alliance Health Operations, LLC",2237 Linden Boulevard,,Brooklyn,New York,11207,,,,,New York,,LLC,40.663113,-73.880653,"(40.663113, -73.880653)"
586,Newfane Rehab & Health Care Center,NH,Residential Health Care Facility - SNF,02/01/1989,2709 Transit Rd,,Newfane,New York,14108,7167787111,7167789218,,31,Niagara,1,Western Regional Office - Buffalo,,,3154303N,"Newfane Operations, LLC",2709 Transit Road,,Newfane,New York,14108,,,,,New York,,LLC,43.28307,-78.696739,"(43.28307, -78.696739)"
833,Schenectady Cty Public Health Services,DTC,Diagnostic and Treatment Center,01/01/1991,107 Nott Terrace-Third Floor,,Schenectady,New York,12308,5183862824,,,46,Schenectady,4,Capital District Regional Office,,,4601207R,Schenectady Cty Public Health Services,Unknown,,Scotia,New York,12302,,,,,New York,,County,42.813297,-73.934082,"(42.813297, -73.934082)"
1068,The Wartburg Home,NH,Residential Health Care Facility - SNF,01/01/1901,Bradley Avenue,,Mount Vernon,New York,10552,9146990800,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5903309N,The Wartburg Home of the Evangelical Lutheran Church,Bradley Avenue,,Mount Vernon,New York,10552,,,,,New York,,Not for Profit Corporation,40.919727,-73.813927,"(40.919727, -73.813927)"
1117,Northern Westchester Hospital,HOSP,Hospital,01/01/1901,400 East Main Street,,Mount Kisco,New York,10549,9146661303,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5920000H,Northern Westchester Hosp Assoc Inc,400 East Main St,,Mt Kisco,New York,10549,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,41.196774,-73.72451,"(41.196774, -73.72451)"
6249,L'Refuah Medical & Rehabilitation Center,DTC,Diagnostic and Treatment Center,06/06/2001,1312 38th Street,,Brooklyn,New York,11218,7186863734,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001296R,"L'Refuah Medical & Rehabilitation Center,Inc",571 Mcdonald Ave,,Brooklyn,New York,11218,,,,,New York,,Not for Profit Corporation,40.640945,-73.985405,"(40.640945, -73.985405)"
9089,Upstate Orthopedics Ambulatory Surgery Center,DTC,Diagnostic and Treatment Center,12/07/2009,6620 Fly Road,,East Syracuse,New York,13057,3154325960,3154325979,,33,Onondaga,3,Central New York Regional Office,,,3321200R,"Upstate Orthopedics Ambulatory Surgery Center, LLC",6620 Fly Road,,East Syracuse,New York,13057,,,,,New York,,LLC,43.091747,-76.059219,"(43.091747, -76.059219)"
1150,North Westchester Restorative Therapy and Nursing Center,NH,Residential Health Care Facility - SNF,02/01/1979,3550 Lexington Avenue,,Mohegan Lake,New York,10547,9145282000,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5968302N,"Treetops Rehabilitation and Care Center, LLC",3550 Lexington Avenue,,Mohegan Lake,New York,10547,,,,,New York,,LLC,41.321186,-73.859688,"(41.321186, -73.859688)"
9902,Genesis Renal Care,DTC,Diagnostic and Treatment Center,03/08/2016,74-07 88th Street,,Glendale,New York,11385,,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003284R,Genesis Services LLC,26-13 21st Street,,Astoria,New York,11102,,,,,New York,,LLC,40.708199,-73.862633,"(40.708199, -73.862633)"
282,Fiddlers Green Manor Rehabilitation and Nursing Center,NH,Residential Health Care Facility - SNF,04/27/1998,168 West Main Street,,Springville,New York,14141,7165924781,,,14,Erie,1,Western Regional Office - Buffalo,,,1427303N,"JSSG Healthcare, LLC",255 Warner Avenue,,Roslyn Heights,New York,11577,,,,,New York,,LLC,42.508789,-78.673546,"(42.508789, -78.673546)"
924,Southside Hospital,HOSP,Hospital,01/01/1901,301 East Main St,,Bay Shore,New York,11706,6319683000,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154000H,Southside Hospital Inc,Montauk Highway,,Bayshore,New York,11706,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,40.725014,-73.240372,"(40.725014, -73.240372)"
73,"Absolut Center for Nursing and Rehabilitation at Allegany, LLC",NH,Residential Health Care Facility - SNF,08/01/1980,2178 North Fifth Street,,Allegany,New York,14706,7163732238,,,4,Cattaraugus,1,Western Regional Office - Buffalo,,,0420302N,"Absolut Center for Nursing and Rehabilitation at Allegany, LLC",2178 North Fifth Street,,Allegany,New York,14706,,,,,New York,,LLC,42.094631,-78.489937,"(42.094631, -78.489937)"
1754,Verrazano Nursing Home,NH,Residential Health Care Facility - SNF,08/01/1979,100 Castleton Avenue,,Staten Island,New York,10301,7182731300,,,7097,Richmond,5,Metropolitan Area Regional Office - New York City,,,7004320N,"Verranzo Nursing Home, Inc",100 Castleton Avenue,,Staten Island,New York,10301,,,,,New York,,Business Corporation,40.634281,-74.087616,"(40.634281, -74.087616)"
10075,Mid-Bronx Endoscopy Center,DTC,Diagnostic and Treatment Center,08/11/2017,51 West Burnside Avenue,,Bronx,New York,10453,,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000291R,"Mid-Bronx Endoscopy Center, LLC",51 West Burnside Avenue,,Bronx,New York,10453,,,,,New York,,LLC,40.854075,-73.909496,"(40.854075, -73.909496)"
3984,Elizabeth Seton Children's Center,NH,Residential Health Care Facility - SNF,09/23/1988,300 Corporate Boulevard South,,Yonkers,New York,10701,9142946300,9142946305,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,7002346N,Elizabeth Seton Pediatric Center,300 Corporrate Boulevard South,,Yonkers,New York,10701,,,,,New York,,Not for Profit Corporation,40.969028,-73.878693,"(40.969028, -73.878693)"
2951,Suffolk County Department of Health Clinic Services - Hauppauge Methadone,DTC,Diagnostic and Treatment Center,06/22/1982,200 Wireless Boulevard,,Hauppauge,New York,11788,5168537373,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5155200R,Suffolk County Department of Health,225 Rabro Drive East,,Hauppauge,New York,11788,,,,,New York,,County,40.814511,-73.266313,"(40.814511, -73.266313)"
5670,Schervier Pavilion,NH,Residential Health Care Facility - SNF,05/15/1995,22 Van Duzer Place,,Warwick,New York,10990,8459875656,,,35,Orange,6,Metropolitan Area Regional Office - New Rochelle,,,3529301N,Villa Frances at the Knolls,20 Grand Street,,Warwick,New York,10990,,,,,New York,,Not for Profit Corporation,41.262131,-74.358994,"(41.262131, -74.358994)"
9509,Rockaway Dialysis,DTC,Diagnostic and Treatment Center,01/11/2013,529 Beach 20 Street,,Far Rockaway,New York,11691,7183274503,7183270043,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003279R,Rockaway HD LLC,529 Beach 20 Street,,Far Rockaway,New York,11691,,,,,New York,,LLC,40.600143,-73.753967,"(40.600143, -73.753967)"
6361,Suffolk Primary Health,DTC,Diagnostic and Treatment Center,03/26/2002,170 Old Country Road,,Riverhead,New York,11901,6312084460,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5155205R,"Suffolk Primary Health, LLC",170 Old Country Road,,Riverhead,New York,11901,,,,,New York,,LLC,40.936703,-72.650948,"(40.936703, -72.650948)"
1702,Queens Nassau Rehabilitation and Nursing Center,NH,Residential Health Care Facility - SNF,12/18/1988,520 Beach 19th Street,,Far Rockaway,New York,11691,7184717400,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003361N,Queens-Nassau Nursing Home Inc,520 Beach 19th Street,,Far Rockaway,New York,11691,,,,,New York,,Business Corporation,40.60004,-73.752151,"(40.60004, -73.752151)"
